LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,SEPT_STATUS,AUGUST_STATUS,JULY_STATUS,JUNE_STATUS,MAY_STATUS,APRILL_STATUS,SEPT_PAID,AUGUST_PAID,JULY_PAID,JUNE_PAID,MAY_PAID,APRIL_PAID,DEFAULTED
190000,2,3,2,28,9,9,9,9,9,9,5795,7408,5645,5753,6370,5865,0
260000,2,3,2,30,9,9,9,9,9,9,10000,8000,6000,7000,7000,6000,0
140000,2,2,2,31,11,11,11,11,11,11,0,0,0,0,0,0,0
50000,2,2,3,31,9,9,9,9,9,9,1974,4406,1061,1073,1046,1047,1
120000,2,3,2,34,10,10,9,10,10,10,6900,5037,1100,1330,3800,2037,0
240000,2,2,2,30,11,11,11,11,11,11,92,92,0,92,0,1883,0
50000,1,2,2,36,9,9,9,9,10,9,1212,1200,0,978,0,0,0
200000,2,3,2,29,10,7,10,10,10,7,0,4872,20183,5000,0,1000,0
180000,1,3,3,39,9,9,10,9,9,10,11000,145000,26000,0,101005,1898,0
180000,2,3,2,26,9,9,9,9,9,9,5440,5051,3835,4106,4250,4028,0
160000,2,3,2,29,10,10,11,10,9,9,0,0,5000,5000,1500,13000,0
100000,2,2,2,26,10,10,10,9,9,9,4210,4159,1000,1080,2000,1525,0
50000,2,2,2,29,9,9,9,9,9,9,3000,2000,2000,2000,2000,2000,1
140000,2,2,2,31,9,9,9,9,9,9,6600,6500,5100,5300,6000,5000,0
30000,2,2,2,26,9,9,9,9,9,9,1411,1522,621,795,715,1000,1
90000,1,3,2,26,9,9,10,9,9,10,1541,4200,0,0,23101,3000,0
200000,1,3,3,36,8,11,10,10,11,10,10118,47015,0,4000,100000,10000,0
380000,1,3,2,30,8,11,11,11,11,11,0,0,0,0,0,0,1
80000,2,2,2,43,9,9,9,9,9,9,3177,2600,3000,1691,695,882,0
50000,1,1,3,58,7,7,7,9,9,7,3400,0,1000,1001,634,638,0
180000,1,2,3,45,10,9,9,9,9,9,1481,2000,1100,1200,1500,1500,1
240000,2,2,2,26,9,9,9,9,9,9,6349,5834,3870,4000,3825,3520,0
380000,1,2,2,34,9,9,9,9,9,9,9010,35000,5000,6000,5000,4400,0
110000,2,4,2,24,9,9,9,9,9,9,3000,2900,2900,3000,3500,4000,0
260000,1,3,3,34,10,10,10,10,10,10,291,51058,35696,34039,291,291,0
500000,2,2,2,23,5,6,7,9,9,9,10000,0,14000,16500,16000,19000,1
320000,2,2,2,30,9,9,9,9,9,9,2589,2568,2570,2661,2781,2500,0
50000,1,2,2,32,5,6,7,9,9,9,0,0,1262,1358,1275,1590,0
110000,1,3,3,40,8,11,10,9,10,10,0,2066,0,216,216,66,1
230000,2,3,2,35,11,11,11,11,11,11,300,399,665,576,613,520,0
330000,2,2,3,56,8,10,10,11,10,10,1529,1507,0,3965,8676,384,0
50000,2,2,3,61,9,9,9,9,9,9,3000,2237,975,1000,2000,1039,0
10000,1,2,2,24,10,7,7,7,9,9,0,1500,0,0,150,0,0
300000,1,3,3,40,8,11,11,11,11,11,0,0,0,0,0,0,0
20000,2,2,3,32,6,7,9,9,9,9,0,1168,384,390,632,616,1
180000,1,2,3,36,7,7,11,11,11,11,0,0,0,0,0,0,1
160000,1,3,2,30,10,10,10,10,10,10,2977,15086,9123,13028,29712,50000,0
90000,2,3,2,34,9,9,9,7,7,7,1640,9000,0,8000,0,2000,0
30000,1,1,1,54,9,9,9,9,9,9,2500,2000,1500,4000,2000,0,0
180000,1,3,3,46,9,9,9,9,9,9,8100,5299,3305,5040,160719,7000,0
30000,1,1,3,58,9,9,9,9,9,9,1640,1700,915,800,1000,1961,0
30000,1,2,3,43,8,7,9,9,9,7,0,1342,946,4200,0,1000,0
140000,2,3,2,28,10,9,9,10,10,10,14000,3855,4991,3600,5500,4000,0
210000,1,3,2,30,9,9,9,9,9,9,3500,3000,2000,4000,3000,10000,0
50000,1,2,2,31,9,9,9,9,9,9,2000,3000,327,3000,3000,5000,1
130000,2,2,2,29,9,9,9,9,9,9,4200,2575,2600,2674,2701,5750,0
50000,2,2,3,37,7,7,7,9,9,9,1500,400,200,500,500,400,1
140000,1,1,3,36,9,9,9,9,9,9,3000,30000,4000,4000,3400,3300,0
170000,2,2,2,28,10,9,9,7,9,9,1105,1903,0,296,500,95,1
80000,1,2,2,25,9,9,9,9,9,11,10010,1209,579,0,0,6305,0
410000,2,4,3,42,9,9,9,9,9,9,15000,14000,9000,8500,9000,8300,0
80000,2,3,2,29,8,10,10,11,11,11,80000,0,0,0,0,0,0
80000,1,1,3,73,10,9,9,7,7,7,3500,4330,3500,3500,3500,5100,1
150000,1,2,3,43,9,9,9,9,9,9,7900,6500,5700,5700,5700,5334,0
260000,1,3,3,30,10,10,10,9,9,10,291,582,0,0,130291,651,1
350000,1,3,3,38,8,11,11,11,11,11,0,0,0,0,0,0,0
280000,2,2,3,39,8,10,9,9,9,9,38621,2000,1130,922,1011,5000,1
310000,1,2,3,44,9,9,9,9,9,9,4400,4013,3011,3000,3001,2653,0
140000,2,2,2,29,9,9,9,9,9,9,3000,3000,3000,3500,2000,2000,0
360000,1,3,3,51,10,10,10,11,11,11,25000,0,0,0,0,0,0
140000,2,3,2,27,9,9,9,9,9,9,10000,10000,6000,6000,6000,5600,0
100000,1,3,2,38,9,9,9,9,9,9,2502,1200,860,0,579,0,0
50000,2,2,2,22,11,11,11,11,11,11,0,0,848,0,632,0,0
210000,2,2,3,30,9,9,9,9,9,9,4002,5000,3500,3000,2700,5000,0
120000,2,2,2,25,7,7,7,7,7,7,4007,0,8272,5000,0,4400,0
240000,1,3,2,29,9,9,9,9,9,10,5233,3289,2072,3018,184922,6100,0
60000,2,1,1,42,9,9,9,9,9,9,1488,1394,962,1500,2541,2000,0
150000,1,3,2,41,10,10,10,10,10,7,2091,384,0,2344,0,472,1
30000,1,2,3,48,9,9,9,9,9,9,1774,1710,1046,1079,1089,2244,0
160000,2,3,2,29,7,7,7,7,7,7,7500,0,11558,5800,0,5654,1
200000,1,3,3,52,11,11,11,11,11,11,2690,3487,0,0,85900,396,0
120000,2,2,3,25,9,9,9,11,11,11,6000,0,0,0,0,0,0
500000,1,3,3,37,8,7,9,9,9,9,325,15296,12137,12312,14113,10526,0
320000,2,3,2,27,9,9,9,9,9,9,11404,8232,10450,9697,16477,11341,0
280000,1,3,2,31,9,9,9,9,9,9,10000,8000,6371,6217,5947,6288,0
60000,2,3,2,23,8,7,7,7,7,7,0,2709,1600,1400,1300,1200,1
200000,2,3,3,38,10,10,11,10,10,11,0,0,367,150,0,0,0
230000,2,3,3,32,8,11,10,10,10,10,0,2809,4606,792,3404,0,0
230000,2,2,2,27,8,7,9,9,9,9,0,1064,423,313,1000,4641,1
480000,2,1,3,41,11,11,11,11,11,11,26734,199982,9033,19371,22593,2000,0
50000,2,1,3,35,10,10,10,11,11,11,5000,0,0,0,0,640,0
200000,2,3,2,31,11,11,11,11,11,11,17507,1102,0,0,160,1103,0
50000,2,3,2,30,9,9,9,9,9,7,2000,1600,1200,2000,0,1000,0
50000,1,2,3,48,9,9,9,9,9,9,3629,3332,2000,2000,2000,2500,0
260000,2,3,2,36,8,11,11,11,11,11,0,0,0,0,0,0,1
30000,1,3,2,24,7,9,9,9,9,7,1500,1800,1007,2500,0,1800,0
440000,2,3,2,29,9,9,9,9,9,9,8071,9021,7013,6013,6028,6010,0
230000,2,2,2,38,10,10,10,10,10,10,2795,1350,371,2980,0,2213,0
200000,1,2,3,38,7,7,7,9,9,9,4500,0,3500,3500,9000,0,1
490000,2,2,3,30,9,9,9,9,9,9,10000,7143,7306,6303,6429,6000,0
80000,2,2,3,32,10,10,11,11,11,11,0,0,0,0,0,0,0
20000,2,1,2,49,7,7,7,7,9,9,3000,1500,0,3123,1500,1000,1
170000,2,3,2,31,10,10,10,10,9,10,199,199,398,0,199,398,1
70000,1,3,2,27,9,9,9,9,9,9,3600,1646,600,28468,1327,1000,0
210000,2,2,2,33,9,9,9,9,9,9,6000,4500,5000,3000,3000,3000,0
90000,2,2,2,25,9,9,9,9,9,9,3200,3300,3000,3001,3000,3100,0
390000,2,3,2,27,9,9,9,9,9,9,13007,10612,10041,11000,10512,7000,1
110000,2,3,2,29,9,9,9,9,9,9,2500,2500,2000,2000,2057,2500,0
580000,2,3,3,36,9,9,9,9,9,9,6422,6565,5951,6006,5894,5946,0
360000,1,1,3,55,9,9,10,10,10,11,6015,17454,1775,0,0,0,0
270000,2,2,3,32,8,7,7,7,7,7,10000,8000,0,16000,8000,0,1
60000,2,3,2,27,10,10,11,10,7,10,0,0,300,0,150,200,0
110000,1,1,3,37,9,9,9,9,9,9,2300,2200,2300,2200,2300,2300,0
50000,2,3,3,25,9,9,9,9,9,9,2500,3008,1000,761,800,704,0
80000,2,3,2,23,9,9,9,9,9,9,3212,1600,956,40000,1800,1700,1
50000,1,2,2,23,10,10,10,10,9,9,350,400,1695,11300,485,2400,0
100000,1,3,2,32,9,9,9,9,7,7,4000,4037,6500,3500,0,3200,0
30000,2,3,2,26,8,11,10,10,10,10,0,945,0,197,2995,0,0
200000,2,3,2,27,9,9,9,9,9,9,5704,5930,4000,4003,10033,4400,0
240000,1,3,2,44,9,9,9,9,9,9,12026,9010,7400,8000,8000,7000,1
220000,1,2,2,34,9,9,9,9,9,9,1600,1500,1100,1000,600,500,0
160000,2,3,2,28,9,9,9,9,9,9,4500,4400,3000,2400,2500,2500,0
180000,2,3,3,53,10,10,10,9,9,10,1260,29366,54,0,1599,0,0
200000,1,4,3,42,9,9,9,9,9,9,5000,1485,1956,1500,0,2102,0
140000,2,1,3,30,9,9,9,7,9,9,4505,12906,0,2210,2300,5200,0
380000,1,3,3,51,8,11,11,11,11,11,0,0,0,0,0,0,1
600000,1,3,3,53,7,7,9,9,9,9,0,18000,16000,16000,21000,20000,1
260000,1,2,2,37,9,9,9,10,9,9,14000,5022,130000,7000,6000,6000,0
200000,2,3,2,26,9,9,11,11,11,11,179,1443,1443,1443,871,2015,0
80000,1,2,2,42,9,9,9,9,9,9,2500,51432,1800,1800,1800,1700,0
40000,1,2,2,39,9,9,9,9,9,10,2027,1207,301,212,5315,4987,0
130000,1,1,2,39,8,7,7,7,7,7,0,6000,0,6000,0,6000,0
50000,1,3,2,32,10,9,9,9,9,11,1800,1900,1300,0,0,0,0
230000,2,2,3,41,10,10,10,10,10,10,18163,5654,12887,6985,9130,6554,0
70000,1,2,3,48,9,9,9,9,9,10,2100,1217,500,0,6400,4590,1
180000,2,2,3,38,9,9,9,9,9,9,5657,10372,5000,5000,5000,5000,0
80000,2,2,3,36,10,10,10,10,10,10,8638,5723,2980,1260,7868,2198,0
290000,2,2,2,26,9,9,9,10,10,9,80000,3000,3015,23473,1148,4900,0
230000,2,3,2,28,9,9,9,9,9,9,120093,8034,3013,4010,5882,3000,0
170000,2,1,1,56,8,11,10,10,11,10,0,1991,0,0,150,614,0
230000,1,3,3,59,10,9,9,9,9,9,7536,7277,7100,7120,6844,6945,1
220000,1,3,2,38,9,9,9,9,9,9,8909,7500,9000,6729,6000,7009,1
230000,1,2,2,32,9,9,9,9,9,9,1610,1224,655,627,620,500,0
500000,1,2,3,38,9,9,9,10,9,9,10026,7241,50091,25000,5078,2132,0
90000,2,3,3,41,10,10,10,10,10,10,3276,6246,307,2870,670,1362,0
390000,2,1,2,35,9,9,9,9,9,9,13802,16525,8893,9229,10000,9435,1
400000,2,2,2,41,9,9,9,9,9,9,14020,13595,6243,6007,6061,6012,0
180000,1,2,3,34,10,10,10,10,10,10,2790,1140,2144,1180,1382,2440,0
60000,1,1,3,38,8,7,7,9,9,7,1800,1500,2000,2700,1500,0,0
120000,2,2,3,32,10,10,10,10,10,10,2682,0,6440,0,5930,5120,0
60000,2,2,2,29,9,9,9,9,9,9,1900,1400,1000,1100,1000,420,0
50000,1,3,2,44,9,9,9,9,9,9,1800,1500,1200,1203,1166,1000,0
70000,2,2,3,37,9,9,9,7,9,9,2518,5950,0,1782,1985,2700,0
500000,2,3,3,38,10,7,10,10,10,9,0,501,300,600,300,600,0
200000,1,3,2,31,11,11,11,11,11,11,0,0,0,0,0,0,0
250000,2,2,3,40,9,9,9,9,10,7,120041,4435,0,1069,0,67619,0
140000,1,2,2,26,9,9,7,7,7,7,17000,0,11400,550,5300,5400,1
70000,2,2,2,28,9,9,9,9,10,7,2112,1200,758,6736,0,0,0
90000,1,1,3,48,8,7,7,7,7,7,1700,4000,1600,1600,1500,4086,0
100000,2,2,3,43,10,10,10,10,10,10,1709,574,556,2306,2562,2111,0
190000,1,2,3,31,9,9,9,9,9,9,7600,6303,4137,3502,4027,3517,0
230000,2,3,3,42,10,10,10,10,10,10,15111,13165,0,10500,6992,0,0
320000,1,2,3,39,9,9,9,9,9,9,3317,3506,4218,5000,6080,938,0
220000,2,2,3,36,10,10,10,9,10,10,1648,792,0,396,396,792,1
260000,2,3,3,34,10,10,10,10,10,10,6277,4663,4140,4414,2646,7725,0
90000,2,2,2,32,11,11,11,11,11,11,157,0,0,0,0,0,0
30000,2,2,3,43,7,7,7,7,7,9,1300,2,1608,0,900,800,0
260000,1,2,2,30,9,9,9,7,9,9,4000,11900,207,2003,2003,2003,0
170000,2,2,2,28,9,9,10,10,11,11,4000,308,0,0,0,0,0
80000,2,3,3,28,9,9,9,9,9,9,1203,1047,248,408,294,276,1
50000,1,3,3,41,10,10,10,10,10,10,1000,390,1000,220,640,1000,0
200000,2,1,2,47,9,9,9,9,9,9,7521,7000,7000,7128,8000,7100,0
20000,1,2,2,23,9,9,7,9,9,9,7403,0,820,1025,1113,104,0
250000,2,3,3,49,10,10,11,10,10,10,0,0,120,6,1645,0,0
20000,1,3,3,38,9,9,9,7,7,9,1623,3916,750,0,800,850,0
30000,2,2,3,38,9,9,9,9,7,7,2000,1500,2000,1500,0,1200,0
90000,2,2,3,35,8,7,7,7,7,7,0,6000,0,4500,0,2000,0
230000,2,4,2,46,9,9,9,9,9,9,10000,9000,8000,8000,7500,7000,0
130000,2,3,3,33,9,9,9,9,9,9,2000,3000,0,0,0,0,1
30000,1,4,3,53,11,11,11,11,11,11,0,0,0,0,0,0,0
160000,1,3,2,35,10,10,10,10,10,10,396,396,0,793,1220,0,0
500000,2,2,2,43,10,10,10,9,9,10,0,285138,4989,100,200,528666,0
180000,2,2,2,28,9,9,9,9,9,7,2500,2000,1128,2500,0,2000,0
80000,2,2,3,30,9,9,9,9,9,7,1700,1400,200,1000,0,500,0
120000,1,3,2,26,10,10,11,10,10,11,0,0,10446,0,0,0,0
130000,1,2,3,31,10,10,10,10,10,7,1261,1261,1411,930,0,780,0
120000,2,2,2,35,10,10,10,10,10,10,240,240,240,240,240,240,1
360000,1,3,2,28,10,10,10,10,10,10,53228,3997,1750,2853,51041,3219,0
50000,1,2,2,23,7,7,7,7,7,7,2000,1500,1300,1300,1200,1500,1
20000,2,2,2,23,9,9,7,9,9,9,2900,10,577,430,1017,4,0
100000,1,1,3,56,9,9,10,9,9,9,2385,88678,2169,2634,3132,732,0
70000,1,1,3,32,9,9,9,9,9,9,3060,3300,2610,2750,2750,5500,0
50000,1,2,3,47,9,9,9,9,9,9,3000,5000,2000,618,679,500,0
10000,2,2,2,22,8,7,9,9,9,9,0,2126,390,328,476,1287,0
290000,2,3,3,34,9,9,9,9,9,9,6000,7000,5000,7000,7000,7000,0
30000,2,3,3,31,9,9,9,9,9,9,1597,1606,819,1000,1000,1623,0
410000,2,2,2,27,8,10,9,9,9,9,33049,16000,8700,18775,15000,5350,0
360000,1,3,2,28,10,10,10,9,9,10,390,75720,62520,17000,132200,167000,1
140000,2,2,3,42,9,9,9,9,9,9,6022,3021,5012,5112,3000,5000,1
210000,2,3,2,32,9,9,9,9,9,9,3200,3200,2600,2900,2700,3000,0
220000,2,2,2,27,10,10,10,10,10,10,13250,433,1831,0,2891,153504,0
20000,1,2,2,27,8,7,9,9,9,7,0,1594,1000,1606,0,300,0
620000,2,2,3,45,7,7,9,9,9,9,0,6200,6000,6000,6500,6000,1
360000,1,3,2,26,8,11,11,11,10,10,0,0,0,1685,2613,0,0
20000,2,2,2,21,10,10,7,7,10,10,14410,0,28,22073,0,0,0
50000,1,2,2,23,9,9,9,9,9,9,2836,1200,13000,1500,9000,1000,0
50000,1,2,1,30,9,9,9,9,9,9,2454,1588,780,803,673,637,0
10000,1,2,2,46,9,9,7,7,7,9,2400,0,871,0,244,251,1
100000,2,1,3,50,7,9,9,6,6,7,2050,7500,2500,0,2500,2500,1
50000,1,3,2,26,11,11,11,11,11,11,3068,2440,1807,2204,0,0,0
60000,1,2,2,25,10,10,9,10,10,9,1675,2500,578,4825,2000,2435,0
440000,2,3,2,35,9,9,9,9,9,9,13100,11000,10000,9000,7100,5500,0
120000,1,2,3,44,9,9,9,9,9,9,5417,2847,2066,1919,2200,0,0
50000,2,3,2,52,9,9,9,11,10,10,1000,0,0,318,0,0,0
110000,2,2,3,40,8,7,7,7,7,7,600,7300,3700,3700,4000,3800,0
200000,2,3,2,38,10,10,11,11,10,10,0,0,0,218,270,317,0
150000,2,3,2,28,8,11,11,11,11,10,0,0,0,0,318,0,0
30000,2,2,3,36,7,6,7,7,9,9,0,1000,0,1100,1100,1500,1
100000,2,3,2,24,9,9,9,9,10,10,1553,5000,87,14761,29514,330,0
360000,2,3,3,34,10,9,9,10,9,10,10000,13912,9785,0,2142,4230,0
390000,2,3,2,31,9,9,9,9,9,9,5000,3000,3000,2000,5000,5000,0
220000,2,3,3,41,8,11,11,11,11,11,0,0,0,0,0,0,1
160000,2,2,2,25,11,11,11,11,11,11,0,0,0,0,0,0,0
230000,2,3,2,28,10,10,9,9,9,9,7357,2566,3000,1000,10000,2000,0
120000,1,3,2,27,9,9,9,9,9,9,5024,5000,5000,4000,5000,3500,0
100000,1,1,3,52,9,9,7,7,7,9,1500,1000,1000,0,2000,2000,1
190000,2,3,2,41,10,10,10,10,10,10,0,16500,0,26854,500,0,1
50000,1,3,3,56,9,9,9,9,9,9,2500,1500,1100,2000,1500,1017,1
240000,2,3,3,42,8,10,10,11,11,11,6370,0,0,0,0,0,0
40000,2,2,2,24,11,11,11,11,11,11,2000,1600,1401,1607,1800,1751,0
630000,2,2,3,47,9,9,9,10,10,11,38187,1207,2632,8654,0,4981,0
160000,2,3,3,33,11,11,11,11,11,11,5401,1829,350,150,199,1145,0
110000,2,2,2,32,9,9,7,7,7,7,11000,5800,3200,3200,3100,3000,0
20000,1,2,2,29,9,9,9,11,11,11,2055,0,0,0,0,0,0
210000,2,1,3,53,9,9,9,9,9,9,2800,2753,2400,2255,4767,0,0
270000,1,3,2,34,10,10,9,10,10,10,12006,5736,6621,2457,14923,1712,0
360000,2,2,2,52,11,11,11,11,11,11,2231,0,1005,948,0,789,0
60000,2,2,3,42,10,10,10,10,10,10,2790,1758,416,416,3640,730,0
360000,1,2,2,38,10,9,9,9,9,9,8005,8004,5000,5000,5000,105700,0
390000,2,3,2,45,7,7,7,10,7,7,1,1693,6940,7,1230,3,0
250000,2,1,2,35,11,11,11,11,11,11,8514,1751,6739,2403,11137,13407,0
90000,2,3,2,24,9,9,9,9,9,9,1600,1500,3000,5000,1020,764,1
360000,1,3,2,28,10,10,10,10,10,10,1510,3575,10573,10155,6240,16071,0
50000,1,1,2,26,9,9,9,9,9,9,1537,1947,800,1000,718,683,0
270000,2,3,3,40,9,9,9,11,11,11,1000,0,0,0,0,0,0
200000,2,3,2,29,8,10,10,10,10,10,8394,4927,5089,19561,0,125,0
50000,2,2,2,23,9,9,9,9,9,9,2040,2766,1690,1000,1000,1000,0
350000,1,3,2,33,10,10,10,11,11,10,10530,0,0,0,4554,0,0
160000,2,2,2,60,11,10,10,9,10,10,5156,1089,0,3177,1009,0,1
80000,2,1,3,49,10,10,10,10,10,10,4641,2290,1459,6764,7601,7990,0
290000,1,3,3,53,7,9,9,9,9,9,13000,10200,10265,8803,8300,8546,1
270000,2,3,2,28,10,10,10,9,9,9,475,5691,34000,14000,8000,15000,0
80000,1,3,2,31,10,10,10,10,7,10,13647,8314,4082,0,4085,0,0
50000,1,2,2,36,9,9,9,9,9,9,1300,1100,1000,500,500,1000,0
30000,1,2,3,35,11,10,10,10,10,11,2687,8765,3390,2040,0,0,0
30000,1,2,2,28,8,10,10,11,11,11,780,0,0,0,0,0,1
90000,1,2,2,33,10,9,9,9,9,9,15155,5485,5263,8598,5449,6537,0
160000,1,3,2,26,10,10,10,10,10,10,3757,30348,1044,21636,9556,6066,0
80000,2,1,2,53,9,9,9,9,9,9,4000,2374,2007,2500,3000,2000,0
50000,1,2,2,42,9,9,9,9,9,9,2200,1600,1700,1700,0,0,0
20000,2,3,2,25,9,9,9,9,9,7,1600,1300,600,1600,0,800,0
220000,1,3,3,43,8,11,11,11,11,11,0,0,0,0,0,0,1
210000,1,1,2,25,10,10,7,10,10,10,23776,0,9631,1561,1990,7967,1
130000,2,2,2,29,9,9,9,9,9,9,6700,6000,1291,1319,1336,1365,0
260000,2,2,3,31,10,10,9,9,10,10,23194,50000,11500,17024,18659,38923,0
230000,2,3,3,30,9,9,9,10,9,9,5000,5000,65840,2000,2000,10000,0
160000,1,3,2,34,9,9,9,9,9,9,4000,3924,3200,3300,3425,3013,0
50000,1,3,3,35,9,9,9,9,9,9,1127,1074,215,249,4383,172,0
80000,1,2,3,32,9,9,9,9,9,9,2145,1844,2009,5017,2000,5002,0
110000,1,1,2,46,9,9,9,9,9,9,2681,2724,2287,2362,2374,2454,0
200000,1,3,3,43,9,9,9,9,9,9,5090,5014,5009,4844,5002,4902,0
360000,1,2,2,29,9,9,9,9,9,9,9429,8738,7017,7154,7073,7300,0
210000,2,1,2,31,8,11,11,11,11,11,0,0,0,0,0,0,0
80000,2,2,2,24,7,9,9,9,9,9,3249,3000,5000,2500,2300,2200,0
300000,2,2,3,36,10,10,7,9,10,10,10000,0,0,2768,65373,10780,1
310000,2,2,3,43,9,9,9,9,9,9,1426,1379,867,898,933,807,0
30000,1,1,3,59,10,10,10,10,10,10,390,390,390,390,1320,0,1
170000,1,3,3,53,9,9,9,9,9,9,1323,1196,544,563,629,361,0
140000,2,2,2,28,7,7,7,9,9,7,3007,0,924,2070,0,3000,0
180000,2,2,2,31,8,11,11,11,11,11,0,0,0,0,0,1576,0
50000,1,3,2,34,8,7,7,7,7,7,0,2700,0,2200,0,1030,0
50000,2,2,3,36,9,9,9,9,9,11,1351,1500,150,0,0,0,0
110000,2,3,2,24,9,9,9,9,7,9,2000,5000,5000,0,2000,3000,0
450000,2,1,3,36,11,11,11,11,11,11,9120,8528,0,6368,3000,3238,0
200000,2,2,3,34,10,10,10,10,10,10,390,390,561,390,390,390,0
220000,1,3,2,43,9,9,10,10,10,10,1006,32906,18900,13580,33150,0,0
360000,2,3,2,29,9,9,11,11,11,10,0,0,0,0,2650,0,1
50000,1,2,3,37,9,9,9,9,9,9,2000,1684,1601,2000,2000,2000,0
40000,1,2,2,23,7,7,9,9,9,9,0,1435,955,993,2734,0,0
190000,2,2,3,37,8,7,7,7,7,7,6000,5000,0,9000,4000,5000,0
150000,1,3,2,33,9,9,9,9,9,9,2100,1200,965,64,509,8399,0
200000,2,3,3,37,8,11,11,11,10,10,0,0,0,595,0,2370,0
270000,2,2,3,56,9,9,9,9,9,9,5000,5000,3953,4500,4000,3900,0
60000,1,3,2,25,9,9,9,9,9,9,2018,1900,2000,1500,1900,2000,0
200000,2,2,3,39,9,9,9,9,9,9,3315,3088,2572,2559,2526,2620,0
150000,2,2,3,39,9,9,9,9,9,9,3000,3000,3000,2500,2000,2000,0
180000,2,2,2,28,10,10,10,10,10,10,0,1000,500,460,610,460,0
90000,2,3,2,27,9,9,11,11,11,11,0,0,0,0,0,0,0
360000,2,2,3,37,8,11,11,11,10,10,0,0,0,166,543,4268,0
90000,2,3,2,24,10,10,11,11,11,11,0,0,0,0,0,0,0
20000,2,2,2,24,9,9,9,9,7,9,1237,1249,1265,0,568,1327,0
70000,1,3,3,46,9,9,9,9,9,9,2600,1800,2000,3140,2000,1800,0
230000,1,3,3,39,10,10,10,10,10,10,660,660,660,660,660,660,0
30000,1,1,3,48,9,9,9,9,9,9,1465,2000,1033,1200,1055,530,0
200000,2,1,1,45,10,10,10,10,10,10,7193,3855,3411,6788,9921,5016,0
100000,1,1,2,49,10,10,11,11,11,11,0,0,0,0,0,0,0
50000,2,2,2,23,9,9,9,9,9,7,2000,2000,2000,4000,0,2000,0
20000,2,1,3,25,9,9,9,9,9,11,1155,1000,0,1304,0,0,0
210000,2,2,3,47,11,11,11,11,11,11,0,0,0,0,0,0,0
110000,1,1,3,56,9,9,9,9,9,9,4086,1428,1318,2171,3198,4976,0
20000,2,1,3,44,10,10,10,10,10,11,228,0,228,0,0,0,0
50000,2,1,3,49,9,9,9,9,9,9,1107,1000,1000,1500,2150,0,0
50000,1,2,3,41,9,9,9,9,9,9,1362,1294,682,680,694,618,0
400000,2,3,2,40,10,10,10,10,10,9,1981,4521,20500,77000,100000,7700,0
170000,1,2,2,31,9,9,9,9,9,9,3000,3000,2000,3000,3000,3000,0
280000,1,2,3,42,9,9,9,9,9,9,6900,6867,5500,5500,5500,5600,0
130000,2,1,3,28,9,9,9,9,11,11,2500,1000,0,0,0,0,0
210000,2,2,2,32,9,9,9,9,9,9,5000,5000,5000,4500,5000,5000,0
370000,1,2,2,28,9,9,9,9,9,9,20000,13000,5000,10000,4000,6000,0
30000,2,2,3,31,9,9,7,9,9,9,3200,0,742,1000,2000,0,0
150000,1,1,2,39,8,10,10,11,11,11,5180,5000,0,0,5000,0,0
60000,1,1,3,31,7,9,9,11,11,11,1027,0,0,0,0,0,1
80000,2,2,2,24,9,9,9,9,9,9,3100,2586,2000,2500,3000,2500,0
280000,2,2,3,44,7,7,7,7,7,7,0,15000,8000,7000,0,15000,1
20000,2,2,2,46,1,2,3,4,5,6,0,0,0,0,0,0,0
270000,1,3,2,32,11,11,11,11,11,11,0,1100,300,0,0,0,0
240000,2,2,2,26,9,9,10,10,10,10,1000,7816,7500,7500,14497,500,0
20000,2,3,2,22,9,9,9,9,9,9,1300,1301,900,900,900,1600,0
450000,2,3,3,42,8,11,11,10,10,11,0,200,42000,0,0,0,1
10000,1,2,2,33,9,9,9,9,9,9,2500,1145,1000,1000,1000,1500,0
280000,1,2,3,39,11,11,11,11,11,11,3597,5672,5427,3885,3543,3519,1
290000,2,1,2,27,9,9,9,9,10,10,2000,1300,0,2000,1000,0,0
190000,2,3,2,28,9,9,9,9,9,9,2500,2000,3000,2000,2000,2000,1
80000,2,3,2,23,9,9,9,9,9,10,4500,2011,3105,0,1460,0,0
280000,2,2,2,28,10,7,10,10,9,10,0,1179,1714,1290,1047,1000,0
160000,2,3,3,33,11,11,11,11,11,11,8106,12431,12145,13391,7957,1905,0
90000,1,2,3,40,9,9,9,10,10,10,3114,0,787,1457,0,0,1
140000,2,3,2,37,10,10,10,11,11,10,40000,0,0,0,510,0,0
50000,1,3,2,22,9,9,9,9,9,10,1300,1000,120,200,390,1170,0
40000,2,2,3,32,9,9,9,7,7,7,2000,4110,1100,1200,1400,0,0
130000,2,1,3,43,9,9,9,9,9,9,5540,4403,3814,3562,4021,3681,0
70000,2,1,3,27,9,9,9,9,9,7,3011,3095,2000,4600,0,2258,0
30000,2,2,3,35,9,9,9,9,9,9,1500,1387,893,1000,1501,2000,0
100000,2,1,3,35,8,7,7,7,7,7,8200,0,8000,0,8600,0,0
20000,2,3,3,30,7,7,7,9,9,9,2000,500,0,500,500,0,1
30000,2,2,2,34,7,10,7,7,7,7,33000,33000,5810,1325,0,3095,0
20000,1,2,3,34,9,9,9,9,9,9,1541,1248,1000,1000,1000,1000,1
100000,2,3,2,28,7,9,9,9,9,9,3600,3800,3000,3000,3023,3000,1
