LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,DEFAULTED
230000,1,3,3,61,0
150000,2,2,3,44,1
350000,1,3,2,33,0
360000,1,4,3,66,0
150000,2,2,2,40,0
100000,1,1,2,47,0
500000,1,3,2,27,0
500000,1,3,2,35,0
180000,2,1,3,47,0
400000,2,1,3,39,0
100000,2,2,2,29,0
10000,1,2,3,32,0
60000,2,3,2,30,0
50000,2,3,2,25,1
80000,2,2,2,23,0
110000,2,2,3,43,0
410000,2,2,3,41,1
260000,2,2,3,40,0
30000,2,1,3,35,0
310000,2,3,2,28,0
70000,2,2,2,38,0
250000,1,3,2,31,0
210000,1,1,3,29,0
360000,1,2,3,41,1
50000,1,2,2,31,0
670000,1,3,2,29,0
130000,1,3,2,26,0
170000,1,3,3,42,0
30000,1,1,2,29,0
110000,1,3,3,50,0
210000,2,1,2,46,1
30000,2,2,2,24,1
260000,2,2,3,46,0
150000,2,1,2,28,0
20000,2,2,3,35,1
380000,2,3,3,40,0
200000,2,3,3,41,0
120000,2,2,3,47,0
80000,1,2,3,54,1
30000,2,2,2,33,0
110000,1,2,2,29,0
50000,2,1,3,44,0
90000,2,2,3,24,0
110000,1,3,2,33,0
50000,1,1,3,54,0
60000,1,3,2,27,0
150000,2,2,2,37,1
20000,1,3,2,24,0
140000,2,1,3,54,1
120000,2,2,3,34,0
200000,2,2,2,40,1
20000,1,2,2,30,1
50000,1,2,2,26,0
200000,2,2,3,41,0
100000,2,2,2,29,0
300000,1,3,3,38,0
500000,2,3,2,35,0
360000,2,2,3,52,0
160000,2,3,2,29,0
50000,2,2,2,23,1
230000,2,2,3,34,1
200000,2,2,2,34,0
270000,1,3,3,44,0
50000,2,2,3,36,0
20000,1,2,2,28,0
60000,2,2,2,31,0
50000,1,2,2,31,0
50000,1,2,3,41,0
130000,2,1,3,44,0
230000,2,1,2,47,0
20000,1,2,2,25,0
30000,2,3,2,25,0
200000,2,3,3,39,0
140000,2,2,3,24,0
100000,2,2,3,35,1
240000,1,2,3,32,1
70000,2,3,2,31,1
360000,1,3,2,33,0
140000,2,3,2,30,0
50000,1,2,3,52,0
210000,2,2,3,36,0
280000,1,3,2,30,0
180000,2,2,2,42,1
150000,2,3,2,30,0
20000,1,1,3,47,0
350000,2,2,3,29,0
130000,2,3,2,23,0
470000,1,1,3,39,0
340000,2,2,3,48,0
80000,1,2,2,26,0
70000,1,3,2,33,0
230000,2,2,3,44,0
180000,2,2,3,36,0
210000,2,2,3,39,0
20000,1,2,2,24,0
140000,2,2,2,25,0
200000,1,3,2,52,0
50000,2,1,3,59,0
80000,2,3,2,23,0
30000,2,1,2,48,0
140000,2,3,2,28,1
80000,1,1,3,62,0
220000,2,1,3,38,0
180000,2,3,2,32,0
140000,2,2,3,29,1
180000,1,2,2,25,1
50000,2,2,2,35,0
170000,2,2,2,27,0
50000,1,2,2,38,0
50000,1,2,2,24,0
300000,1,2,3,29,0
390000,2,3,2,27,0
90000,2,2,3,55,1
200000,2,3,2,29,0
460000,1,3,2,29,0
10000,1,2,2,23,0
20000,1,2,3,30,1
50000,2,2,3,50,0
480000,2,2,3,38,0
180000,2,3,2,24,0
240000,2,3,2,29,0
250000,1,3,2,38,0
270000,2,2,2,34,1
200000,1,3,3,37,0
100000,2,1,3,66,0
160000,2,3,3,39,0
80000,2,2,3,45,0
130000,1,2,3,44,0
340000,2,1,2,44,1
360000,1,3,3,36,0
120000,2,1,3,40,0
120000,1,3,2,29,0
300000,2,3,2,48,0
60000,2,2,2,23,0
210000,2,2,3,50,0
210000,2,2,3,29,1
70000,2,1,3,49,1
200000,1,2,3,33,0
230000,2,2,3,51,1
20000,1,1,3,23,1
210000,2,3,3,37,0
160000,2,1,2,26,0
290000,2,3,3,30,1
80000,2,1,3,26,0
360000,1,3,2,43,0
230000,1,3,2,32,0
360000,1,1,3,54,0
340000,2,3,3,30,0
50000,2,3,2,22,0
80000,1,2,2,38,0
50000,2,2,2,24,0
30000,2,3,2,24,0
210000,1,3,2,26,0
150000,2,2,3,42,1
20000,1,2,2,21,0
20000,1,1,2,22,1
240000,2,1,3,41,0
500000,2,2,3,50,0
90000,2,2,3,23,1
50000,1,1,2,46,0
50000,2,2,2,22,1
680000,1,3,2,37,0
50000,1,3,3,47,0
100000,2,2,3,40,0
280000,2,3,2,30,0
30000,1,2,2,54,1
50000,1,2,2,27,1
60000,1,3,3,33,0
120000,1,2,3,57,1
80000,2,2,3,35,0
500000,1,3,3,45,0
70000,2,1,3,32,0
160000,2,2,3,45,0
100000,2,1,3,50,1
10000,1,1,2,35,0
90000,1,3,2,26,0
170000,1,3,3,39,1
90000,2,2,2,35,0
180000,2,1,2,42,0
350000,2,3,3,52,1
270000,1,2,2,35,0
200000,2,3,2,29,1
20000,2,3,2,22,0
100000,1,2,2,30,0
290000,1,3,3,46,0
70000,1,1,2,28,0
230000,1,3,2,26,0
180000,2,3,2,28,0
210000,1,3,2,33,0
50000,1,3,2,24,0
150000,1,3,2,37,0
380000,1,2,3,50,1
50000,1,2,3,44,0
150000,2,1,3,43,1
220000,1,2,2,29,0
80000,2,4,2,27,0
220000,2,2,3,32,0
70000,2,2,2,34,0
120000,1,2,2,37,1
180000,2,2,2,32,0
50000,2,1,3,57,0
10000,2,2,1,46,0
370000,2,3,3,53,0
20000,2,3,2,26,0
150000,1,2,3,34,0
20000,1,3,2,26,1
480000,2,2,3,54,0
50000,1,1,2,26,0
170000,1,2,2,31,0
400000,2,2,2,30,0
200000,2,3,2,31,0
360000,1,3,2,34,0
140000,2,4,2,36,0
260000,1,1,3,34,0
440000,2,2,2,26,0
500000,1,2,3,43,0
230000,2,2,3,29,0
470000,1,2,3,41,0
20000,2,1,3,48,1
210000,2,2,2,24,0
20000,2,3,2,23,0
20000,2,1,3,53,0
200000,2,2,3,34,0
250000,2,2,2,36,1
300000,1,2,2,41,0
320000,2,3,2,30,0
50000,1,2,2,29,0
200000,2,2,3,34,0
80000,2,3,2,29,1
70000,1,2,3,37,1
60000,1,1,2,36,0
10000,2,1,2,22,1
50000,2,1,2,30,0
140000,1,2,2,26,1
30000,1,2,2,25,0
190000,1,2,3,49,0
70000,2,3,2,23,0
330000,2,2,3,28,0
110000,2,2,2,24,0
270000,1,1,3,47,0
160000,1,2,3,31,1
20000,1,2,2,24,0
320000,1,2,2,32,0
430000,1,3,2,31,0
50000,2,3,3,37,0
140000,1,2,3,48,1
500000,1,2,3,49,0
80000,1,1,3,45,0
390000,2,3,3,34,0
250000,2,3,3,43,0
390000,2,3,2,31,0
100000,2,3,3,35,0
360000,2,3,3,42,0
140000,1,3,2,36,0
110000,1,2,3,51,0
170000,1,1,3,48,0
170000,1,2,3,48,0
180000,2,2,2,25,0
140000,1,2,3,41,0
20000,2,2,3,49,0
150000,1,3,2,28,0
50000,2,2,2,28,0
160000,2,2,3,38,1
80000,1,2,3,41,0
300000,2,1,2,29,1
60000,2,1,2,32,0
70000,2,2,2,26,1
290000,2,3,2,31,0
80000,2,3,2,23,0
50000,2,1,3,53,1
200000,2,1,2,49,0
200000,2,3,3,34,0
50000,2,3,2,22,1
20000,2,2,2,26,0
200000,1,3,3,38,1
120000,2,3,2,35,0
220000,2,2,3,49,0
630000,1,3,2,40,0
300000,2,3,2,34,0
10000,2,2,2,49,1
50000,1,2,2,29,0
280000,2,3,3,39,1
130000,1,3,2,30,0
30000,2,1,3,28,0
50000,2,2,3,27,0
70000,2,1,3,38,0
80000,1,2,2,29,0
20000,2,2,3,22,1
390000,1,3,3,41,0
470000,2,2,2,32,0
240000,2,2,2,30,0
140000,2,3,2,29,0
260000,2,2,3,37,1
150000,2,3,2,25,0
120000,1,3,3,46,0
20000,2,2,3,47,0
260000,2,4,2,42,0
50000,1,1,2,22,1
180000,2,2,2,27,0
310000,2,4,3,35,0
360000,1,2,3,44,0
180000,2,2,2,30,0
270000,2,3,3,42,0
70000,1,3,2,28,0
50000,1,2,2,24,0
30000,2,1,2,50,0
50000,2,2,3,54,0
350000,1,2,3,37,0
200000,1,3,3,58,0
80000,1,1,2,26,0
60000,2,2,3,31,0
30000,1,3,3,52,0
110000,2,3,2,36,0
300000,2,3,2,27,0
50000,2,1,3,22,0
500000,1,3,2,39,0
360000,1,3,2,36,0
20000,2,2,3,39,0
220000,1,3,3,39,0
20000,2,2,2,22,0
60000,1,2,3,37,1
170000,2,3,2,30,0
200000,2,2,3,26,0
20000,2,3,2,23,0
140000,2,1,2,23,0
330000,2,3,2,35,0
180000,2,2,2,24,1
360000,2,2,3,35,0
20000,1,1,3,51,0
50000,2,3,2,23,0
100000,2,2,3,25,0
30000,1,2,3,36,0
70000,2,2,3,44,1
470000,1,3,2,33,0
300000,2,3,3,36,0
300000,2,3,3,45,1
200000,2,3,2,26,0
150000,2,2,3,41,0
220000,2,2,2,25,1
420000,1,3,2,31,0
210000,2,2,2,45,0
450000,1,1,3,58,0
30000,1,2,3,38,0
240000,1,2,3,30,0
420000,2,2,2,25,0
60000,2,3,2,25,0
30000,2,1,2,24,0
80000,2,3,2,29,0
50000,1,2,2,37,0
230000,1,1,2,27,0
200000,1,3,2,31,0
230000,2,2,2,28,0
130000,2,2,2,24,0
200000,2,1,2,27,0
90000,2,3,2,33,0
120000,1,3,2,27,0
200000,1,3,2,42,0
20000,2,2,2,32,0
210000,2,3,3,37,1
80000,2,2,2,44,0
50000,2,3,3,29,0
70000,2,2,3,42,1
230000,1,2,2,32,1
20000,1,2,2,52,0
30000,1,2,2,44,0
100000,1,3,2,31,1
80000,2,3,2,29,1
210000,1,2,2,33,0
50000,1,2,2,54,0
130000,2,2,2,23,0
70000,2,3,2,24,0
210000,2,3,3,33,0
100000,1,1,3,44,1
200000,1,1,4,51,0
40000,1,3,2,24,1
80000,2,2,2,25,0
210000,2,3,3,37,1
20000,2,2,2,23,0
10000,1,1,2,34,0
60000,2,1,3,50,1
40000,2,2,3,25,0
290000,2,3,2,33,1
50000,1,2,3,54,0
20000,1,2,2,25,0
30000,1,2,2,26,0
20000,1,2,3,32,0
50000,2,1,1,43,0
500000,1,2,3,42,1
90000,2,1,2,24,1
10000,1,2,2,26,0
50000,2,2,3,37,1
120000,1,3,2,36,0
200000,2,3,2,27,0
300000,2,2,3,50,0
90000,2,2,2,24,0
90000,1,2,3,27,0
140000,2,3,2,23,1
180000,2,2,3,39,0
360000,1,3,3,39,0
160000,2,1,2,29,1
100000,1,3,3,45,0
20000,1,2,2,21,1
360000,1,3,3,36,0
230000,1,2,2,39,0
110000,2,1,2,29,1
210000,1,2,2,37,0
200000,1,2,2,26,0
50000,1,2,2,44,0
210000,2,3,2,30,1
280000,1,3,2,31,0
500000,1,2,3,40,0
30000,2,3,2,25,0
340000,2,2,3,36,0
360000,1,3,2,32,0
70000,2,3,2,22,0
20000,2,2,1,44,1
230000,1,3,2,32,0
60000,1,2,3,41,0
50000,1,3,2,28,1
50000,2,3,2,29,1
130000,2,4,2,28,0
160000,1,1,2,52,0
60000,2,1,2,48,0
160000,1,2,2,43,0
180000,2,3,2,25,0
170000,1,2,3,36,0
360000,2,2,2,35,1
130000,2,2,3,34,0
180000,2,2,2,48,0
20000,1,3,2,27,0
230000,2,2,3,43,0
220000,2,2,3,30,0
240000,1,2,3,43,0
50000,1,1,3,54,0
310000,2,2,3,39,0
350000,1,3,3,70,0
50000,2,3,2,24,0
200000,2,2,3,30,0
480000,1,1,2,53,0
180000,2,3,3,27,1
200000,2,2,2,33,0
20000,1,1,3,34,0
50000,1,2,2,48,0
210000,2,1,2,33,1
20000,2,2,2,24,0
150000,2,2,3,31,0
50000,2,2,2,25,0
190000,1,1,3,49,1
290000,2,3,2,27,0
420000,1,2,3,39,0
340000,2,2,2,36,0
60000,1,2,2,40,0
90000,2,3,2,27,0
30000,2,3,2,27,1
160000,2,2,3,37,0
20000,1,2,2,35,0
90000,2,2,3,25,1
120000,1,3,2,27,0
120000,1,3,2,38,0
360000,2,2,3,50,0
160000,2,3,2,32,0
320000,2,3,3,34,0
20000,1,2,2,25,0
230000,2,3,2,29,0
50000,1,1,3,44,0
50000,1,1,3,48,0
40000,2,1,2,24,0
120000,2,1,3,27,0
130000,2,2,2,25,1
110000,2,1,2,28,0
20000,1,2,2,22,1
50000,1,1,2,22,0
120000,2,1,3,30,0
50000,1,1,2,34,0
360000,2,2,2,34,1
240000,2,2,3,44,1
150000,1,3,2,32,0
50000,2,2,2,23,0
500000,2,3,2,42,1
110000,2,2,3,33,0
170000,1,2,3,48,1
230000,2,2,3,29,0
20000,2,1,1,47,0
100000,2,3,3,41,0
110000,1,3,2,28,0
340000,1,3,3,52,1
50000,1,3,2,37,0
310000,1,3,3,50,0
50000,2,1,3,31,1
240000,2,1,3,38,1
50000,2,2,3,48,0
150000,2,3,2,34,0
140000,1,2,2,44,0
30000,2,1,3,56,0
300000,2,3,3,30,1
50000,1,3,2,29,0
280000,2,2,3,37,0
120000,2,2,2,23,0
30000,2,3,3,27,0
30000,2,2,2,23,1
180000,1,1,3,45,0
150000,1,2,3,33,0
110000,2,2,3,40,0
50000,1,3,2,24,1
230000,2,1,3,43,0
230000,2,2,2,25,0
160000,2,3,2,46,0
50000,1,1,2,36,0
210000,2,3,3,36,0
120000,2,2,3,38,0
240000,2,2,3,42,0
20000,1,1,1,47,0
50000,2,1,2,40,0
50000,2,3,2,70,0
50000,2,2,3,32,0
100000,1,1,2,52,0
390000,2,3,3,49,0
550000,1,3,2,31,0
450000,2,2,2,36,0
80000,2,2,3,50,0
50000,2,1,3,48,0
50000,2,2,2,33,0
180000,1,2,3,44,0
240000,1,3,2,35,0
320000,2,1,2,29,0
480000,2,2,3,35,0
150000,2,2,3,37,0
110000,2,3,2,29,0
240000,1,3,2,30,0
50000,1,3,2,33,1
120000,1,2,2,27,0
150000,2,3,3,31,0
100000,2,1,2,53,0
260000,2,2,2,38,0
250000,2,2,2,26,0
100000,2,2,2,26,0
160000,1,3,3,51,1
270000,2,3,3,37,1
390000,2,2,2,42,0
210000,2,2,3,43,0
30000,2,2,2,23,0
300000,2,1,3,30,0
190000,2,1,3,38,0
130000,2,3,3,35,1
360000,1,2,3,44,0
320000,1,3,3,35,1
20000,1,2,1,35,1
360000,1,3,3,32,0
190000,2,2,2,25,0
90000,2,2,2,33,1
30000,2,3,2,26,0
240000,1,3,2,29,0
40000,2,3,2,26,0
170000,1,2,2,36,0
180000,1,3,2,37,0
20000,1,1,3,63,1
150000,2,1,3,48,0
50000,2,2,3,47,1
140000,2,1,3,31,0
50000,1,1,2,31,0
200000,1,3,2,34,0
100000,2,3,3,43,0
250000,2,3,2,32,0
80000,2,3,2,38,0
170000,2,2,3,50,0
80000,1,1,2,29,0
50000,1,2,3,49,0
30000,2,1,2,40,0
70000,2,3,2,34,1
30000,2,1,3,47,0
200000,1,3,3,34,0
100000,2,2,2,27,0
20000,1,2,2,44,1
200000,1,3,2,29,0
50000,1,1,3,72,1
50000,1,2,3,48,1
50000,2,3,2,27,1
220000,1,2,3,44,0
240000,2,1,3,39,0
50000,1,3,3,40,0
500000,2,3,3,45,0
170000,1,3,2,26,0
30000,1,3,3,34,0
300000,1,3,3,43,1
50000,1,2,2,30,0
100000,2,1,3,31,0
150000,2,3,2,29,1
50000,1,3,2,28,0
190000,2,2,2,31,0
20000,2,1,2,22,0
50000,2,1,3,55,0
30000,2,2,3,39,1
90000,2,3,2,27,0
500000,2,3,2,36,1
280000,1,3,3,40,0
30000,1,2,3,31,0
90000,2,2,3,36,0
200000,1,2,3,42,1
100000,1,2,2,30,0
20000,1,1,2,40,0
50000,1,2,3,51,0
50000,2,2,1,51,0
290000,1,1,2,32,0
220000,2,3,2,36,0
440000,1,3,3,37,0
50000,1,2,2,49,1
300000,1,3,2,31,0
290000,2,3,3,50,0
390000,1,2,3,40,0
50000,2,2,2,24,0
220000,2,2,2,31,1
150000,2,2,2,29,0
50000,1,3,2,24,0
200000,1,3,3,44,0
120000,2,2,2,30,0
230000,2,3,3,61,0
180000,2,2,3,28,0
20000,1,3,2,22,0
20000,1,2,2,23,0
50000,1,1,3,46,1
290000,2,3,2,24,0
290000,2,2,2,54,0
150000,2,3,2,27,0
190000,2,2,2,53,0
80000,2,2,2,25,1
250000,1,1,3,47,0
20000,1,2,3,35,1
180000,2,1,3,45,0
80000,1,3,2,25,0
300000,1,3,2,31,0
50000,2,1,3,51,0
70000,2,3,3,40,0
150000,2,3,2,30,1
320000,2,3,2,29,0
60000,2,3,2,24,0
20000,1,1,2,32,1
230000,1,3,2,35,0
310000,2,2,3,29,0
230000,2,3,2,36,0
200000,2,3,3,40,0
100000,2,3,2,30,1
310000,1,2,3,64,0
180000,1,1,3,33,1
390000,2,3,3,38,0
20000,2,3,2,26,0
50000,2,2,3,26,0
140000,1,3,2,29,0
170000,1,3,2,37,1
250000,2,2,3,45,0
50000,2,1,3,40,1
250000,2,3,2,36,0
90000,1,3,2,27,0
90000,1,2,3,44,1
160000,2,3,2,27,0
360000,1,2,2,29,0
330000,2,3,2,26,0
50000,2,1,3,54,0
60000,2,2,3,42,1
10000,2,1,2,42,0
70000,1,2,3,41,0
150000,2,3,3,31,1
250000,2,2,2,33,1
130000,2,1,3,33,0
130000,1,3,2,27,0
100000,2,2,3,36,0
130000,1,2,2,37,0
80000,2,2,2,29,1
380000,1,3,2,41,0
20000,2,2,2,23,1
20000,1,2,2,25,0
140000,1,3,3,54,1
180000,1,3,2,33,0
230000,2,3,2,29,0
90000,1,3,2,32,0
160000,1,2,2,29,0
50000,2,3,2,22,0
140000,2,2,2,29,0
250000,2,2,3,31,0
120000,2,2,2,24,0
120000,2,3,2,27,0
260000,2,2,3,40,0
10000,1,2,2,38,1
60000,2,2,3,38,0
60000,2,2,3,29,0
50000,1,2,2,27,0
130000,1,1,3,34,0
130000,1,3,2,34,0
360000,2,3,2,32,0
80000,2,2,3,36,0
50000,1,2,2,26,0
290000,2,3,3,33,0
200000,1,3,3,53,0
20000,1,2,2,27,0
500000,1,3,2,33,0
130000,2,3,2,26,0
30000,2,3,2,27,1
20000,2,3,2,24,1
70000,2,2,2,26,0
200000,1,3,2,27,0
50000,2,2,3,46,1
360000,1,2,3,56,0
50000,2,1,3,56,0
180000,2,1,3,26,0
50000,1,2,2,25,1
120000,2,3,2,28,0
80000,2,2,3,37,1
330000,2,3,3,47,0
40000,1,1,3,43,1
50000,1,2,2,26,0
80000,1,1,3,48,0
450000,1,3,3,41,0
30000,2,1,3,48,0
160000,1,2,3,28,0
80000,2,3,2,22,0
400000,1,2,3,34,0
220000,1,2,3,60,1
40000,2,2,3,25,1
280000,2,2,2,27,0
50000,2,3,2,25,0
110000,1,2,2,26,0
180000,2,3,3,44,0
200000,2,3,2,26,0
390000,2,3,2,33,0
400000,2,3,2,29,0
120000,2,1,2,37,1
200000,1,3,2,34,0
280000,1,2,3,33,0
230000,2,3,2,27,0
280000,2,3,3,36,0
130000,1,1,2,28,0
160000,2,2,3,35,1
120000,1,1,3,47,0
300000,2,1,3,31,0
20000,2,3,2,31,0
450000,1,3,2,31,1
250000,1,2,3,30,0
100000,2,2,3,58,0
150000,2,2,2,27,0
140000,1,2,2,35,0
500000,2,3,2,46,0
20000,1,2,2,36,0
50000,1,2,2,53,0
100000,1,2,2,39,1
200000,2,2,2,27,0
150000,2,2,2,37,0
80000,1,3,2,23,0
160000,1,3,3,40,0
180000,2,2,3,44,0
270000,2,3,3,32,0
180000,2,3,2,41,0
120000,1,3,3,54,1
110000,2,3,2,29,0
50000,2,1,3,61,0
200000,2,1,2,30,0
70000,2,1,3,23,0
360000,2,2,2,30,0
260000,2,2,3,35,1
50000,1,1,3,32,0
380000,2,2,3,39,0
50000,1,2,2,24,0
20000,1,1,3,38,1
270000,1,4,2,32,0
460000,1,3,2,32,0
60000,1,1,2,24,0
200000,2,3,3,35,0
50000,2,2,2,37,1
20000,2,3,2,22,0
290000,2,2,3,40,1
110000,2,2,2,36,0
160000,2,1,3,51,1
70000,2,2,3,31,0
200000,2,3,2,39,1
80000,2,2,2,40,0
20000,1,3,2,41,1
210000,1,3,2,48,0
180000,2,1,3,39,1
50000,1,2,1,53,0
30000,1,2,2,26,1
150000,1,3,2,30,0
150000,1,3,2,28,1
260000,1,3,3,43,0
310000,2,3,2,30,0
150000,2,3,2,33,0
200000,2,3,2,27,0
150000,1,1,2,45,0
220000,2,2,3,54,0
540000,2,3,2,34,0
280000,1,2,2,30,0
230000,1,2,2,32,0
50000,1,3,3,39,0
20000,2,2,2,24,0
10000,1,2,2,35,1
500000,1,3,3,46,0
50000,2,2,2,24,0
420000,2,2,2,35,0
50000,2,2,2,23,0
280000,2,3,2,29,0
50000,1,2,3,46,0
160000,2,1,3,41,1
40000,2,2,3,23,1
100000,2,2,3,31,0
50000,2,3,2,26,0
130000,2,1,2,32,0
30000,2,2,2,22,0
140000,1,2,3,34,1
210000,2,2,3,32,0
50000,1,2,3,38,0
310000,1,2,3,29,0
300000,2,3,3,31,0
30000,2,2,2,47,1
90000,2,1,3,40,0
150000,2,2,3,34,1
90000,1,3,2,25,0
80000,2,1,2,65,0
100000,2,3,2,28,1
10000,1,2,2,33,0
210000,1,3,2,31,0
170000,2,2,3,41,0
90000,2,2,3,32,0
210000,2,1,2,36,1
50000,2,3,2,26,0
150000,1,3,3,30,0
80000,2,3,2,30,0
130000,2,3,3,38,1
100000,1,2,2,30,1
160000,1,3,3,41,0
250000,1,2,2,31,0
500000,2,2,3,42,0
260000,1,2,2,32,0
50000,2,2,3,44,0
30000,2,2,2,22,0
110000,2,2,2,42,0
500000,1,3,3,39,0
310000,2,3,2,32,0
580000,1,2,3,37,0
340000,2,3,3,36,0
360000,2,2,3,42,0
290000,2,3,2,29,0
30000,1,2,2,36,0
80000,2,3,2,29,0
360000,1,3,3,38,1
170000,2,3,2,31,0
100000,1,2,3,42,0
450000,1,2,2,37,0
260000,2,3,2,33,0
240000,2,3,2,29,0
110000,2,2,2,28,0
240000,2,2,2,26,0
220000,2,2,2,35,0
20000,1,2,3,33,0
100000,2,3,3,51,1
300000,1,3,2,32,0
20000,1,2,2,33,1
360000,2,3,2,30,0
220000,1,3,2,28,1
470000,2,2,2,26,0
70000,2,2,2,22,0
120000,2,3,2,26,0
50000,1,2,2,35,0
470000,1,2,3,49,0
130000,1,2,3,49,0
20000,2,3,2,24,1
260000,2,3,2,36,0
20000,1,3,3,39,0
300000,2,3,2,28,1
460000,2,2,2,35,0
20000,2,3,2,24,1
360000,2,2,2,27,1
290000,1,3,3,40,0
90000,1,3,3,30,0
180000,2,3,2,26,0
360000,1,1,3,53,0
120000,1,3,3,45,0
220000,1,2,2,30,0
220000,1,3,2,34,1
10000,2,3,2,27,1
320000,2,2,2,31,0
320000,1,3,3,33,0
90000,1,2,2,39,0
180000,1,3,3,50,0
90000,2,3,2,28,0
100000,1,3,3,36,0
340000,1,2,3,41,0
50000,1,3,2,22,1
240000,2,2,3,41,0
10000,1,2,2,41,0
220000,2,3,3,42,1
100000,2,2,2,37,0
220000,2,3,3,31,0
70000,2,1,3,57,0
30000,2,2,2,37,1
130000,2,1,2,53,0
140000,2,2,3,25,0
20000,1,2,2,32,0
150000,2,3,3,38,1
50000,2,2,2,26,0
90000,1,2,3,29,0
170000,2,1,3,37,0
70000,1,3,2,30,1
200000,2,3,2,43,0
200000,1,3,3,42,0
20000,1,2,3,40,1
200000,1,2,3,41,0
170000,1,2,2,26,0
130000,1,3,2,25,1
100000,2,3,2,27,0
180000,1,2,2,31,0
230000,2,1,2,26,0
20000,1,1,2,50,0
500000,2,3,3,35,1
150000,2,3,3,38,1
80000,2,1,2,40,1
230000,1,2,3,29,0
80000,1,3,2,37,1
230000,2,2,2,24,0
50000,2,2,2,49,1
50000,1,2,2,35,0
10000,2,3,2,25,0
140000,1,2,2,34,0
50000,1,2,2,42,1
180000,1,1,2,28,0
360000,1,3,2,65,1
580000,1,1,3,67,0
310000,2,3,3,43,0
20000,1,1,2,52,0
180000,2,3,2,43,0
60000,2,3,2,24,0
40000,2,1,3,59,0
140000,2,2,3,34,0
220000,1,2,3,32,0
10000,1,2,2,22,1
20000,1,3,3,52,0
50000,2,3,2,23,0
50000,2,2,2,33,1
320000,2,2,2,35,0
20000,1,2,2,34,0
50000,1,2,3,40,0
340000,1,3,3,49,0
360000,2,2,3,32,1
300000,2,2,3,33,0
40000,2,2,2,26,0
150000,1,3,3,51,0
20000,2,2,2,40,1
30000,2,1,3,35,0
80000,2,2,3,27,0
390000,2,1,3,38,1
20000,2,2,2,22,1
200000,1,2,3,42,1
80000,2,1,3,35,0
50000,2,2,3,36,1
230000,2,2,3,38,0
190000,2,2,2,31,0
260000,1,1,3,36,0
100000,2,3,3,39,0
140000,1,2,2,41,0
20000,2,2,3,42,1
80000,1,2,2,30,0
360000,1,3,2,32,0
70000,1,2,2,31,1
30000,2,2,3,24,1
500000,2,3,3,39,0
320000,2,2,2,30,0
500000,2,3,3,34,0
240000,2,3,3,27,0
50000,2,3,2,25,0
120000,2,2,3,39,0
250000,2,3,2,32,0
180000,2,2,3,39,0
10000,2,2,2,22,0
200000,2,1,3,53,0
120000,2,3,2,29,0
230000,1,2,3,38,0
330000,2,3,3,36,0
50000,2,2,2,28,1
130000,1,2,2,32,0
110000,1,2,2,26,1
30000,2,1,2,40,0
120000,2,3,2,25,0
120000,2,3,2,28,0
210000,2,2,3,40,0
30000,1,2,3,47,0
50000,1,1,2,27,0
140000,2,2,2,42,0
140000,1,1,3,37,0
50000,1,2,3,55,0
130000,1,1,3,46,1
80000,2,2,2,30,1
50000,2,1,3,51,0
100000,1,3,3,35,0
220000,1,2,3,48,0
260000,2,2,3,28,0
320000,1,3,2,40,0
80000,2,2,3,30,0
140000,1,3,2,55,0
180000,1,2,3,26,1
80000,1,4,2,23,0
250000,1,2,2,40,0
80000,1,3,2,33,0
30000,1,1,3,50,1
120000,2,2,3,26,0
120000,2,2,2,29,0
20000,1,2,3,29,0
50000,1,2,2,40,0
250000,1,2,3,50,0
260000,1,3,2,37,0
180000,2,3,2,27,0
20000,1,1,3,49,0
150000,1,2,3,55,1
260000,1,3,2,34,0
230000,1,3,3,43,0
70000,2,3,2,24,0
160000,2,3,3,33,0
50000,2,2,3,42,0
170000,1,2,3,37,0
210000,2,1,3,39,0
230000,1,3,2,28,0
110000,1,2,3,36,1
80000,2,2,3,39,0
90000,2,2,3,54,0
90000,2,3,3,41,1
250000,2,3,3,42,0
270000,1,2,2,31,0
20000,1,1,2,23,0
80000,2,4,2,34,0
20000,1,3,2,23,0
150000,2,2,3,36,0
80000,2,1,3,37,1
130000,2,2,3,47,0
320000,2,3,2,28,0
50000,2,3,2,24,1
260000,2,2,3,34,0
140000,2,3,2,35,0
10000,2,1,3,53,1
180000,1,3,2,30,0
250000,1,3,3,71,0
20000,1,3,2,23,1
50000,1,1,2,28,0
120000,2,3,3,38,0
160000,2,2,3,49,0
60000,2,2,2,22,0
130000,1,2,2,31,0
320000,1,2,3,41,1
50000,2,2,3,43,0
50000,1,2,2,33,1
70000,2,2,3,44,1
80000,2,2,3,44,0
230000,1,2,2,27,1
20000,1,1,2,43,1
20000,2,1,2,39,0
360000,1,2,2,42,0
90000,2,3,2,28,0
160000,2,2,3,34,0
50000,1,3,2,36,0
220000,2,3,2,27,0
350000,1,3,2,42,1
120000,2,3,2,29,0
210000,2,3,2,30,0
100000,2,2,3,31,0
50000,2,1,2,52,1
340000,2,3,2,26,0
140000,1,3,3,57,1
50000,1,2,2,42,0
50000,1,2,2,31,0
90000,2,3,2,27,0
160000,1,2,3,66,1
250000,1,2,2,27,0
50000,1,3,2,23,0
300000,2,2,3,36,0
230000,2,2,2,34,0
260000,1,3,3,43,1
60000,2,3,2,22,0
140000,1,1,3,41,0
70000,2,1,1,49,1
