LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,SEPT_STATUS,AUGUST_STATUS,JULY_STATUS,JUNE_STATUS,MAY_STATUS,APRILL_STATUS,SEPT_BILL,AUGUST_BILL,JULY_BILL,JUNE_BILL,MAY_BILL,APRIL_BILL,DEFAULTED
220000,2,2,3,41,10,7,7,10,7,10,650,650,325,950,475,325,1
60000,2,2,3,34,7,7,7,7,7,9,24898,27976,27233,30184,29566,30225,1
340000,1,2,3,55,11,10,10,11,11,11,50396,44665,8300,2190,24599,7416,0
150000,1,3,3,40,7,7,7,7,7,7,99855,102586,100064,104975,107147,109428,0
200000,2,2,3,37,8,10,7,10,10,10,-179,505,189,6773,23209,16893,1
130000,2,2,2,40,9,9,7,9,9,9,9559,12394,11883,9826,10167,12685,1
60000,2,3,2,28,8,7,9,9,9,9,10540,10232,11237,11427,20973,31857,0
400000,2,2,3,43,8,11,11,11,10,10,0,0,0,0,1600,78388,0
20000,1,3,2,27,9,9,9,9,9,9,20571,19089,19658,19453,19108,18868,0
190000,2,3,2,28,9,9,9,9,9,9,143464,146943,151905,153538,156664,160361,0
260000,2,3,2,30,9,9,9,9,9,9,156882,160246,159988,158114,158762,159108,0
140000,2,2,2,31,11,11,11,11,11,11,390,0,0,0,0,0,0
50000,2,2,3,31,9,9,9,9,9,9,46512,47716,49675,30929,30078,29170,1
120000,2,3,2,34,10,10,9,10,10,10,882,6531,6313,1100,1330,830,0
240000,2,2,2,30,11,11,11,11,11,11,92,92,92,0,92,0,0
50000,1,2,2,36,9,9,9,9,10,9,5916,6172,4123,680,978,978,0
200000,2,3,2,29,10,7,10,10,10,7,2393,183,4847,20183,24815,24248,0
180000,1,3,3,39,9,9,10,9,9,10,274731,281713,242063,122295,-1005,1005,0
180000,2,3,2,26,9,9,9,9,9,9,145403,138232,130553,105894,108248,106517,0
160000,2,3,2,29,10,10,11,10,9,9,3097,-707,-2697,2303,6182,1654,0
100000,2,2,2,26,10,10,10,9,9,9,1370,4192,4159,3542,1980,3980,0
50000,2,2,2,29,9,9,9,9,9,9,47081,49316,50409,45545,39963,41145,1
140000,2,2,2,31,9,9,9,9,9,9,138119,137950,140254,139679,141748,142174,0
30000,2,2,2,26,9,9,9,9,9,9,17893,19012,20123,20222,20796,19844,1
90000,1,3,2,26,9,9,10,9,9,10,39128,20473,1940,1940,0,23101,0
200000,1,3,3,36,8,11,10,10,11,10,-14386,-13543,3432,-3684,0,1386,0
380000,1,3,2,30,8,11,11,11,11,11,0,0,0,0,0,0,1
80000,2,2,2,43,9,9,9,9,9,9,77057,78102,58501,51042,19036,19414,0
50000,1,1,3,58,7,7,7,9,9,7,15899,18720,18122,18530,19089,18856,0
180000,1,2,3,45,10,9,9,9,9,9,27679,28422,29650,29981,30419,31127,1
240000,2,2,2,26,9,9,9,9,9,9,141315,128940,124226,113133,113966,103360,0
380000,1,2,2,34,9,9,9,9,9,9,194314,179206,193992,174675,171253,169121,0
110000,2,4,2,24,9,9,9,9,9,9,83755,77431,79044,80631,82333,84462,0
260000,1,3,3,34,10,10,10,10,10,10,49657,291,51058,2351,34039,291,0
500000,2,2,2,23,5,6,7,9,9,9,507726,509229,499936,505507,484612,419643,1
320000,2,2,2,30,9,9,9,9,9,9,71305,71151,72029,72849,74374,74610,0
50000,1,2,2,32,5,6,7,9,9,9,45734,44741,43562,44039,45008,25775,0
110000,1,3,3,40,8,11,10,9,10,10,0,0,2066,2000,216,216,1
230000,2,3,2,35,11,11,11,11,11,11,761,300,399,665,576,613,0
330000,2,2,3,56,8,10,10,11,10,10,-9,1520,1488,0,3965,8676,0
50000,2,2,3,61,9,9,9,9,9,9,47166,49396,50476,23319,23171,24774,0
10000,1,2,2,24,10,7,7,7,9,9,2887,1923,2989,2813,2008,2132,0
300000,1,3,3,40,8,11,11,11,11,11,0,0,0,0,0,0,0
20000,2,2,3,32,6,7,9,9,9,9,20631,20010,19703,11084,10918,10985,1
180000,1,2,3,36,7,7,11,11,11,11,83538,0,0,0,0,0,1
160000,1,3,2,30,10,10,10,10,10,10,99,2977,15086,8578,13028,21712,0
90000,2,3,2,34,9,9,9,7,7,7,34302,35089,43449,42451,49718,48767,0
30000,1,1,1,54,9,9,9,9,9,9,22987,22298,22352,23221,24339,25943,0
180000,1,3,3,46,9,9,9,9,9,9,173267,174590,175233,106288,28089,178719,0
30000,1,1,3,58,9,9,9,9,9,9,19143,20168,21229,21495,21800,22437,0
30000,1,2,3,43,8,7,9,9,9,7,20518,19901,20905,21509,25183,24242,0
140000,2,3,2,28,10,9,9,10,10,10,10833,14446,7609,4991,3400,3745,0
210000,1,3,2,30,9,9,9,9,9,9,69937,71906,43308,44584,47842,49888,0
50000,1,2,2,31,9,9,9,9,9,9,20526,15129,15093,9577,11139,12487,1
130000,2,2,2,29,9,9,9,9,9,9,89055,90780,70947,72367,73875,75355,0
50000,2,2,3,37,7,7,7,9,9,9,1894,3200,3381,3559,1948,2415,1
140000,1,1,3,36,9,9,9,9,9,9,100594,78372,91502,90859,88616,88450,0
170000,2,2,2,28,10,9,9,7,9,9,2948,3848,5646,5464,5577,5889,1
80000,1,2,2,25,9,9,9,9,9,11,22619,31429,27923,25280,0,0,0
410000,2,4,3,42,9,9,9,9,9,9,338106,342904,344464,240865,234939,240176,0
80000,2,3,2,29,8,10,10,11,11,11,0,80000,0,0,0,0,0
80000,1,1,3,73,10,9,9,7,7,7,63144,65631,68875,70646,72870,75018,1
150000,1,2,3,43,9,9,9,9,9,9,153249,154049,156523,159653,162866,157759,0
260000,1,3,3,30,10,10,10,9,9,10,1131,291,582,291,0,291,1
350000,1,3,3,38,8,11,11,11,11,11,0,0,0,0,0,0,0
280000,2,2,3,39,8,10,9,9,9,9,-1312,35918,37297,37154,32581,33316,1
310000,1,2,3,44,9,9,9,9,9,9,103797,91989,87720,76218,72090,71620,0
140000,2,2,2,29,9,9,9,9,9,9,20110,17102,18862,19996,21214,21085,0
360000,1,3,3,51,10,10,10,11,11,11,38000,25000,0,0,0,0,0
140000,2,3,2,27,9,9,9,9,9,9,142428,144105,143952,142590,142650,142620,0
100000,1,3,2,38,9,9,9,9,9,9,40810,42653,42351,43011,43011,28947,0
50000,2,2,2,22,11,11,11,11,11,11,0,0,0,848,0,632,0
210000,2,2,3,30,9,9,9,9,9,9,104701,106134,108423,91143,82733,74125,0
120000,2,2,2,25,7,7,7,7,7,7,120298,120822,109887,116313,119311,117167,0
240000,1,3,2,29,9,9,9,9,9,10,156362,132280,99174,65372,28797,184922,0
60000,2,1,1,42,9,9,9,9,9,9,41322,29091,28097,28665,28768,29064,0
150000,1,3,2,41,10,10,10,10,10,7,1464,2084,384,0,2344,822,1
30000,1,2,3,48,9,9,9,9,9,9,27879,28870,27806,25142,25667,26179,0
160000,2,3,2,29,7,7,7,7,7,7,160432,163916,159676,166893,170098,153800,1
200000,1,3,3,52,11,11,11,11,11,11,3858,2690,3410,0,0,82150,0
120000,2,2,3,25,9,9,9,11,11,11,26476,21393,0,0,0,0,0
500000,1,3,3,37,8,7,9,9,9,9,507062,491956,430637,376657,356636,303510,0
320000,2,3,2,27,9,9,9,9,9,9,55607,62893,59001,61565,59508,66541,0
280000,1,3,2,31,9,9,9,9,9,9,168382,175646,180650,182672,168399,167983,0
60000,2,3,2,23,8,7,7,7,7,7,29332,28577,30805,31601,32349,32965,1
200000,2,3,3,38,10,10,11,10,10,11,190,0,0,367,-150,-150,0
230000,2,3,3,32,8,11,10,10,10,10,0,0,2809,4595,792,3404,0
230000,2,2,2,27,8,7,9,9,9,9,13668,12647,13135,10596,9218,5068,1
480000,2,1,3,41,11,11,11,11,11,11,14867,26665,199960,9033,19371,22593,0
50000,2,1,3,35,10,10,10,11,11,11,22500,5000,0,0,0,0,0
200000,2,3,2,31,11,11,11,11,11,11,7184,14845,1097,0,0,160,0
50000,2,3,2,30,9,9,9,9,9,7,14811,16262,17286,17895,19450,18990,0
50000,1,2,3,48,9,9,9,9,9,9,44338,43048,35639,18753,19091,19548,0
260000,2,3,2,36,8,11,11,11,11,11,0,0,0,0,0,0,1
30000,1,3,2,24,7,9,9,9,9,7,25265,26354,27710,27959,30002,29371,0
440000,2,3,2,29,9,9,9,9,9,9,169661,167199,158520,156977,157963,151936,0
230000,2,2,2,38,10,10,10,10,10,10,10237,2795,1350,371,2980,0,0
200000,1,2,3,38,7,7,7,9,9,9,104978,105924,102663,97090,98045,105253,1
490000,2,2,3,30,9,9,9,9,9,9,192586,197967,201666,205798,196698,190306,0
80000,2,2,3,32,10,10,11,11,11,11,11262,0,0,0,0,0,0
20000,2,1,2,49,7,7,7,7,9,9,9551,12081,13087,12583,15327,16414,1
170000,2,3,2,31,10,10,10,10,9,10,199,199,199,398,199,199,1
70000,1,3,2,27,9,9,9,9,9,9,70119,68536,66601,29401,28949,29795,0
210000,2,2,2,33,9,9,9,9,9,9,212601,177946,119362,117766,68791,66167,0
90000,2,2,2,25,9,9,9,9,9,9,91894,71732,73241,74424,76070,77648,0
390000,2,3,2,27,9,9,9,9,9,9,304867,299998,300426,292869,292885,281826,1
110000,2,3,2,29,9,9,9,9,9,9,48123,49537,50422,50990,52014,53206,0
580000,2,3,3,36,9,9,9,9,9,9,159760,162189,166127,169365,168755,167964,0
360000,1,1,3,55,9,9,10,10,10,11,9210,8485,17231,1770,0,0,0
270000,2,2,3,32,8,7,7,7,7,7,234752,233036,229286,217644,223690,221413,1
60000,2,3,2,27,10,10,11,10,7,10,14072,0,0,300,150,150,0
110000,1,1,3,37,9,9,9,9,9,9,61807,62499,62162,60605,60272,60145,0
50000,2,3,3,25,9,9,9,9,9,9,51044,50231,46677,44982,21399,20859,0
80000,2,3,2,23,9,9,9,9,9,9,77024,73281,57806,37642,46235,47110,1
50000,1,2,2,23,10,10,10,10,9,9,350,350,400,1695,12645,12584,0
100000,1,3,2,32,9,9,9,9,7,7,83831,85586,87289,91451,93381,89522,0
30000,2,3,2,26,8,11,10,10,10,10,0,0,945,0,197,2995,0
200000,2,3,2,27,9,9,9,9,9,9,122923,124653,126355,114881,117213,124793,0
240000,1,3,2,44,9,9,9,9,9,9,246135,231443,234557,200643,194410,198857,1
220000,1,2,2,34,9,9,9,9,9,9,37304,33304,29254,24875,20329,15602,0
160000,2,3,2,28,9,9,9,9,9,9,146433,107604,89902,90983,82255,83988,0
180000,2,3,3,53,10,10,10,9,9,10,46122,1260,29366,5400,0,1599,0
200000,1,4,3,42,9,9,9,9,9,9,38564,38246,32253,30384,30900,0,0
140000,2,1,3,30,9,9,9,7,9,9,96304,98007,82227,65000,60848,58880,0
380000,1,3,3,51,8,11,11,11,11,11,0,0,0,0,0,0,1
600000,1,3,3,53,7,7,9,9,9,9,467150,458862,469703,447130,440982,434715,1
260000,1,2,2,37,9,9,9,10,9,9,255691,262736,36638,122388,127402,131074,0
200000,2,3,2,26,9,9,11,11,11,11,156786,179,1443,1443,1443,871,0
80000,1,2,2,42,9,9,9,9,9,9,78129,28202,78553,49340,48919,48443,0
40000,1,2,2,39,9,9,9,9,9,10,40034,36549,17431,15031,10600,5315,0
130000,1,1,2,39,8,7,7,7,7,7,71034,69329,74175,72383,77217,75820,0
50000,1,3,2,32,10,9,9,9,9,11,23974,24131,25326,25775,0,0,0
230000,2,2,3,41,10,10,10,10,10,10,819,18163,5473,8162,6985,9130,0
70000,1,2,3,48,9,9,9,9,9,10,50927,39883,32017,17630,9730,6400,1
180000,2,2,3,38,9,9,9,9,9,9,152510,151651,159019,123022,126075,126219,0
80000,2,2,3,36,10,10,10,10,10,10,1689,8638,5702,2980,1260,7868,0
290000,2,2,2,26,9,9,9,10,10,9,20807,99860,100000,3015,23473,1448,0
230000,2,3,2,28,9,9,9,9,9,9,30141,131255,110503,99283,97599,96116,0
170000,2,1,1,56,8,11,10,10,11,10,0,0,1991,0,0,150,0
230000,1,3,3,59,10,9,9,9,9,9,208459,206331,203813,201331,198999,191671,1
220000,1,3,2,38,9,9,9,9,9,9,212795,211043,212759,218541,167743,165300,1
230000,1,2,2,32,9,9,9,9,9,9,28114,28006,25000,22046,19860,19831,0
500000,1,2,3,38,9,9,9,10,9,9,59372,49677,49515,42568,48268,51481,0
90000,2,3,3,41,10,10,10,10,10,10,6160,3274,6190,307,2870,670,0
390000,2,1,2,35,9,9,9,9,9,9,355215,363325,373181,252195,257496,263018,1
400000,2,2,2,41,9,9,9,9,9,9,366193,372700,375948,195991,152127,155182,0
180000,1,2,3,34,10,10,10,10,10,10,2927,2790,1140,2144,1180,1382,0
60000,1,1,3,38,8,7,7,9,9,7,29295,30321,31018,32193,34213,35002,0
120000,2,2,3,32,10,10,10,10,10,10,4158,2682,0,6440,0,5930,0
60000,2,2,2,29,9,9,9,9,9,9,27199,28358,28937,29614,30391,23159,0
50000,1,3,2,44,9,9,9,9,9,9,50893,28527,29241,28513,29106,29638,0
70000,2,2,3,37,9,9,9,7,9,9,66759,68200,72972,71248,50610,50809,0
500000,2,3,3,38,10,7,10,10,10,9,600,300,501,300,600,450,0
200000,1,3,2,31,11,11,11,11,11,11,0,0,0,0,0,0,0
250000,2,2,3,40,9,9,9,9,10,7,44930,137101,90801,0,1069,919,0
140000,1,2,2,26,9,9,7,7,7,7,131367,146193,140202,144035,140419,130271,1
70000,2,2,2,28,9,9,9,9,10,7,41264,41799,37887,37876,6736,4162,0
90000,1,1,3,48,8,7,7,7,7,7,77604,73317,71334,67009,63228,59378,0
100000,2,2,3,43,10,10,10,10,10,10,2491,1709,574,556,2306,2562,0
190000,1,2,3,31,9,9,9,9,9,9,177554,180633,172914,130139,115494,117465,0
230000,2,3,3,42,10,10,10,10,10,10,6865,15111,13165,0,10500,6992,0
320000,1,2,3,39,9,9,9,9,9,9,93768,91523,91579,91193,92837,95323,0
220000,2,2,3,36,10,10,10,9,10,10,396,1648,792,396,396,396,1
260000,2,3,3,34,10,10,10,10,10,10,16426,6088,4663,3885,4414,2514,0
90000,2,2,2,32,11,11,11,11,11,11,573,0,0,0,0,0,0
30000,2,2,3,43,7,7,7,7,7,9,28703,26622,24022,24368,20859,19633,0
260000,1,2,2,30,9,9,9,7,9,9,98560,100980,222102,108724,68500,69174,0
170000,2,2,2,28,9,9,10,10,11,11,28304,17616,308,0,0,0,0
80000,2,3,3,28,9,9,9,9,9,9,8574,9434,10038,10040,10400,10490,1
50000,1,3,3,41,10,10,10,10,10,10,508,672,226,390,220,320,0
200000,2,1,2,47,9,9,9,9,9,9,203183,202961,194449,196814,200526,198717,0
20000,1,2,2,23,9,9,7,9,9,9,16440,20417,18333,18848,30190,19664,0
250000,2,3,3,49,10,10,11,10,10,10,66,0,0,120,-6,1639,0
20000,1,3,3,38,9,9,9,7,7,9,15912,17272,20565,20705,20255,19933,0
30000,2,2,3,38,9,9,9,9,7,7,20344,21705,22537,24161,25128,24576,0
90000,2,2,3,35,8,7,7,7,7,7,23132,22474,28067,27320,31199,30548,0
230000,2,4,2,46,9,9,9,9,9,9,221590,227397,230302,186635,189896,193351,0
130000,2,3,3,33,9,9,9,9,9,9,19161,20544,22704,22304,22304,0,1
30000,1,4,3,53,11,11,11,11,11,11,0,0,0,0,0,0,0
160000,1,3,2,35,10,10,10,10,10,10,396,396,396,0,792,1220,0
500000,2,2,2,43,10,10,10,9,9,10,3959,0,285138,249445,222831,200,0
180000,2,2,2,28,9,9,9,9,9,7,42238,38741,36696,35813,37893,34661,0
80000,2,2,3,30,9,9,9,9,9,7,21507,13207,13997,10914,10685,5515,0
120000,1,3,2,26,10,10,11,10,10,11,884,0,0,10446,0,0,0
130000,1,2,3,31,10,10,10,10,10,7,1261,1261,1261,1411,930,390,0
120000,2,2,2,35,10,10,10,10,10,10,240,240,240,240,240,240,1
360000,1,3,2,28,10,10,10,10,10,10,20223,52962,3978,1743,2828,50537,0
50000,1,2,2,23,7,7,7,7,7,7,29509,30741,31438,31924,32566,33081,1
20000,2,2,2,23,9,9,7,9,9,9,18355,20259,19534,16467,15746,13246,0
100000,1,1,3,56,9,9,10,9,9,9,94265,53376,85787,78762,79529,80335,0
70000,1,1,3,32,9,9,9,9,9,9,68739,67629,69188,68392,69884,71284,0
50000,1,2,3,47,9,9,9,9,9,9,13917,16695,21320,18614,19003,19439,0
10000,2,2,2,22,8,7,9,9,9,9,10250,8558,10525,10050,9903,9984,0
290000,2,3,3,34,9,9,9,9,9,9,93844,97708,103066,104864,110151,115297,0
30000,2,3,3,31,9,9,9,9,9,9,16496,17522,18531,18744,19291,19818,0
410000,2,2,2,27,8,10,9,9,9,9,-58,32991,36465,44310,62408,61420,0
360000,1,3,2,28,10,10,10,9,9,10,1210,820,64644,125984,106584,125557,1
140000,2,2,3,42,9,9,9,9,9,9,111496,112133,69529,70804,70781,66735,1
210000,2,3,2,32,9,9,9,9,9,9,67374,69489,70937,71761,73505,74827,0
220000,2,2,2,27,10,10,10,10,10,10,1692,13250,433,1831,0,2891,0
20000,1,2,2,27,8,7,9,9,9,7,18649,18066,19040,19446,20759,20241,0
620000,2,2,3,45,7,7,9,9,9,9,160837,156839,160440,163781,167159,170894,1
360000,1,3,2,26,8,11,11,11,10,10,-8,-8,-8,-8,1677,2600,0
20000,2,2,2,21,10,10,7,7,10,10,18763,14410,13771,362,5308,0,0
50000,1,2,2,23,9,9,9,9,9,9,34549,18552,19334,18165,19322,19575,0
50000,1,2,1,30,9,9,9,9,9,9,97538,49187,17518,17710,18079,18302,0
10000,1,2,2,46,9,9,7,7,7,9,4073,6394,6143,6908,6652,6785,1
100000,2,1,3,50,7,9,9,6,6,7,53849,55030,61574,62470,61198,62524,1
50000,1,3,2,26,11,11,11,11,11,11,2411,3059,2333,1800,1620,0,0
60000,1,2,2,25,10,10,9,10,10,9,480,1675,3630,578,4825,6200,0
440000,2,3,2,35,9,9,9,9,9,9,330759,337794,274075,252584,216547,179221,0
120000,1,2,3,44,9,9,9,9,9,9,92007,87939,82094,59105,53442,46775,0
50000,2,3,2,52,9,9,9,11,10,10,3257,4166,0,0,318,0,0
110000,2,2,3,40,8,7,7,7,7,7,92638,90905,95768,97004,99005,101213,0
200000,2,3,2,38,10,10,11,11,10,10,399,0,0,0,218,270,0
150000,2,3,2,28,8,11,11,11,11,10,0,0,0,0,0,318,0
30000,2,2,3,36,7,6,7,7,9,9,28778,28039,28286,27533,28189,28805,1
100000,2,3,2,24,9,9,9,9,10,10,30092,30486,30178,29735,14718,29427,0
360000,2,3,3,34,10,9,9,10,9,10,12339,10138,23912,9785,166,2142,0
390000,2,3,2,31,9,9,9,9,9,9,50620,43220,44237,46495,47751,51941,0
220000,2,3,3,41,8,11,11,11,11,11,-65,-65,-65,-65,-65,-200,1
160000,2,2,2,25,11,11,11,11,11,11,0,0,0,0,0,0,0
230000,2,3,2,28,10,10,9,9,9,9,2403,7357,9752,12608,10797,20539,0
120000,1,3,2,27,9,9,9,9,9,9,52437,50473,45087,35424,31760,31214,0
100000,1,1,3,52,9,9,7,7,7,9,4657,6068,6418,6781,6144,7638,1
190000,2,3,2,41,10,10,10,10,10,10,28204,0,16500,0,26854,554,1
50000,1,3,3,56,9,9,9,9,9,9,50715,51073,28185,28842,30399,29977,1
240000,2,3,3,42,8,10,10,11,11,11,0,6370,0,0,0,0,0
40000,2,2,2,24,11,11,11,11,11,11,35285,36714,37356,38184,38724,37255,0
630000,2,2,3,47,9,9,9,10,10,11,37850,68187,1207,2632,8654,0,0
160000,2,3,3,33,11,11,11,11,11,11,5233,5393,1824,350,150,199,0
110000,2,2,2,32,9,9,7,7,7,7,65299,74565,78516,79829,81603,83206,0
20000,1,2,2,29,9,9,9,11,11,11,17208,18419,0,0,0,0,0
210000,2,1,3,53,9,9,9,9,9,9,57192,58472,59658,60466,61593,65163,0
270000,1,3,2,34,10,10,9,10,10,10,5780,12006,15736,6621,2457,14923,0
360000,2,2,2,52,11,11,11,11,11,11,640,2113,-6,999,944,-3,0
60000,2,2,3,42,10,10,10,10,10,10,631,2790,1758,416,416,3640,0
360000,1,2,2,38,10,9,9,9,9,9,108351,111201,63146,63723,65108,66078,0
390000,2,3,2,45,7,7,7,10,7,7,834,155,-1690,4240,3346,2698,0
250000,2,1,2,35,11,11,11,11,11,11,7244,8472,1738,6706,2391,11082,0
90000,2,3,2,24,9,9,9,9,9,9,13141,14526,15482,18219,22737,23387,1
360000,1,3,2,28,10,10,10,10,10,10,7071,401,3545,10540,10132,6220,0
50000,1,1,2,26,9,9,9,9,9,9,35429,30626,30241,20284,19166,19567,0
270000,2,3,3,40,9,9,9,11,11,11,18751,5706,0,0,0,0,0
200000,2,3,2,29,8,10,10,10,10,10,55788,8360,4897,5065,19468,0,0
50000,2,2,2,23,9,9,9,9,9,9,49809,50364,38429,18815,18305,19013,0
350000,1,3,2,33,10,10,10,11,11,10,10900,10478,-22,-22,-22,4532,0
160000,2,2,2,60,11,10,10,9,10,10,3128,5156,1089,489,3177,1009,1
80000,2,1,3,49,10,10,10,10,10,10,3367,4641,2290,1459,6764,7601,0
290000,1,3,3,53,7,9,9,9,9,9,279610,282024,282508,284660,255892,238266,1
270000,2,3,2,28,10,10,10,9,9,9,475,475,5691,37526,50565,48888,0
80000,1,3,2,31,10,10,10,10,7,10,5994,32223,8308,4082,538,4085,0
50000,1,2,2,36,9,9,9,9,9,9,5197,6015,6615,7131,6987,6980,0
30000,1,2,3,35,11,10,10,10,10,11,7797,2687,8762,3377,2000,0,0
30000,1,2,2,28,8,10,10,11,11,11,0,780,0,0,0,0,1
90000,1,2,2,33,10,9,9,9,9,9,35785,29155,27485,29266,35598,38449,0
160000,1,3,2,26,10,10,10,10,10,10,1433,3746,30258,1036,21572,9528,0
80000,2,1,2,53,9,9,9,9,9,9,77766,77954,78512,60452,61556,54022,0
50000,1,2,2,42,9,9,9,9,9,9,50300,50898,49111,48943,45775,0,0
20000,2,3,2,25,9,9,9,9,9,7,14603,15661,16394,16723,18056,17618,0
220000,1,3,3,43,8,11,11,11,11,11,0,0,0,0,0,0,1
210000,1,1,2,25,10,10,7,10,10,10,8817,23634,21776,9631,1561,1990,1
130000,2,2,2,29,9,9,9,9,9,9,131575,130931,132969,45584,46516,47455,0
260000,2,2,3,31,10,10,9,9,10,10,5841,23194,62361,67057,17024,18659,0
230000,2,3,3,30,9,9,9,10,9,9,30341,25981,24092,65840,56538,51522,0
160000,1,3,2,34,9,9,9,9,9,9,83255,83912,85161,85715,86773,87526,0
50000,1,3,3,35,9,9,9,9,9,9,34976,6018,13930,7106,6020,9011,0
80000,1,2,3,32,9,9,9,9,9,9,48747,45955,44989,41358,42379,38052,0
110000,1,1,2,46,9,9,9,9,9,9,56700,57875,59044,59756,61004,62213,0
200000,1,3,3,43,9,9,9,9,9,9,144678,140804,136437,135253,134629,134309,0
360000,1,2,2,29,9,9,9,9,9,9,268112,263368,259969,255832,245462,250244,0
210000,2,1,2,31,8,11,11,11,11,11,0,0,0,0,0,0,0
80000,2,2,2,24,7,9,9,9,9,9,79243,75254,58683,58886,60035,57264,0
300000,2,2,3,36,10,10,7,9,10,10,-475,5191,4606,2303,2768,65373,1
310000,2,2,3,43,9,9,9,9,9,9,23396,24182,25135,25095,25356,25514,0
30000,1,1,3,59,10,10,10,10,10,10,390,390,390,390,390,1320,1
170000,1,3,3,53,9,9,9,9,9,9,17862,17927,18800,17647,18015,12930,0
140000,2,2,2,28,7,7,7,9,9,7,26450,28823,28171,28740,30454,29930,0
180000,2,2,2,31,8,11,11,11,11,11,0,0,0,0,0,0,0
50000,1,3,2,34,8,7,7,7,7,7,22746,22099,24121,23437,25101,24549,0
50000,2,2,3,36,9,9,9,9,9,11,9214,10359,7350,7500,0,0,0
110000,2,3,2,24,9,9,9,9,7,9,40882,35428,39680,44097,42543,33189,0
450000,2,1,3,36,11,11,11,11,11,11,3996,9120,8528,0,6368,3000,0
200000,2,2,3,34,10,10,10,10,10,10,390,390,390,561,390,390,0
220000,1,3,2,43,9,9,10,10,10,10,44177,25736,19292,18900,13580,33150,0
360000,2,3,2,29,9,9,11,11,11,10,3280,0,0,0,0,2650,1
50000,1,2,3,37,9,9,9,9,9,9,48226,48727,46228,46755,43686,44573,0
40000,1,2,2,23,7,7,9,9,9,9,36650,29541,26190,26710,27274,29551,0
190000,2,2,3,37,8,7,7,7,7,7,115049,117856,119570,116284,123528,125478,0
150000,1,3,2,33,9,9,9,9,9,9,21724,23168,23320,24085,24149,3323,0
200000,2,3,3,37,8,11,11,11,10,10,0,0,0,0,595,0,0
270000,2,2,3,56,9,9,9,9,9,9,137807,123769,104377,106651,109294,101151,0
60000,1,3,2,25,9,9,9,9,9,9,58839,53235,38533,39639,39619,39140,0
200000,2,2,3,39,9,9,9,9,9,9,80833,79100,70764,71629,70805,70718,0
150000,2,2,3,39,9,9,9,9,9,9,36146,36184,37511,33080,30223,31561,0
180000,2,2,2,28,10,10,10,10,10,10,340,-120,420,460,460,610,0
90000,2,3,2,27,9,9,11,11,11,11,7624,0,0,0,0,0,0
360000,2,2,3,37,8,11,11,11,10,10,0,0,0,0,166,541,0
90000,2,3,2,24,10,10,11,11,11,11,491,0,0,0,0,0,0
20000,2,2,2,24,9,9,9,9,7,9,13168,13888,14900,15916,15519,15829,0
70000,1,3,3,46,9,9,9,9,9,9,60040,55274,51766,51757,50013,49946,0
230000,1,3,3,39,10,10,10,10,10,10,660,660,660,660,660,660,0
30000,1,1,3,48,9,9,9,9,9,9,29434,28960,29022,29201,29553,29693,0
200000,2,1,1,45,10,10,10,10,10,10,4430,7182,3855,3411,6788,9921,0
100000,1,1,2,49,10,10,11,11,11,11,1440,0,0,0,0,0,0
50000,2,2,2,23,9,9,9,9,9,7,26795,28056,29284,30487,33831,33138,0
20000,2,1,3,25,9,9,9,9,9,11,16591,16442,6401,4300,1304,0,0
210000,2,2,3,47,11,11,11,11,11,11,0,0,0,0,0,0,0
110000,1,1,3,56,9,9,9,9,9,9,46486,35758,34323,30452,22628,23468,0
20000,2,1,3,44,10,10,10,10,10,11,550,228,0,228,0,0,0
50000,2,1,3,49,9,9,9,9,9,9,5630,6629,5918,6918,6941,4756,0
50000,1,2,3,41,9,9,9,9,9,9,21986,21520,20979,19894,18811,18805,0
400000,2,3,2,40,10,10,10,10,10,9,60125,1981,4521,20472,76933,173599,0
170000,1,2,2,31,9,9,9,9,9,9,56364,58132,59171,55888,53672,51461,0
280000,1,2,3,42,9,9,9,9,9,9,148363,148432,151310,141937,144990,147911,0
130000,2,1,3,28,9,9,9,9,11,11,100143,50456,50000,0,0,0,0
210000,2,2,2,32,9,9,9,9,9,9,46255,50486,54019,58091,61630,65576,0
370000,1,2,2,28,9,9,9,9,9,9,276436,239025,149128,48907,53025,51434,0
30000,2,2,3,31,9,9,7,9,9,9,29493,19433,18782,19006,19637,21251,0
150000,1,1,2,39,8,10,10,11,11,11,214450,147280,150000,0,-5000,0,0
60000,1,1,3,31,7,9,9,11,11,11,35369,35320,0,0,0,0,1
80000,2,2,2,24,9,9,9,9,9,9,77615,77303,66396,55639,56873,58390,0
280000,2,2,3,44,7,7,7,7,7,7,186149,181779,192189,195517,199250,195874,1
20000,2,2,2,46,1,2,3,4,5,6,21075,20795,20206,19617,18737,18148,0
270000,1,3,2,32,11,11,11,11,11,11,0,0,1100,300,-200,-200,0
240000,2,2,2,26,9,9,10,10,10,10,14348,7500,7816,7500,7500,14497,0
20000,2,3,2,22,9,9,9,9,9,9,20137,20179,18067,18666,19115,19547,0
450000,2,3,3,42,8,11,11,10,10,11,-200,-200,0,42000,0,0,1
10000,1,2,2,33,9,9,9,9,9,9,8177,9131,9669,7624,8049,6857,0
280000,1,2,3,39,11,11,11,11,11,11,2082,3557,5623,5400,3866,3526,1
290000,2,1,2,27,9,9,9,9,10,10,13820,15614,16293,7760,2000,0,0
